Vg Vd w_enc_g w_enc_d time
-11.066301369863 12.8352 -302.267158541799 319.835424277472 4.82
-10.8591780821918 12.7488 -297.242832236795 317.734601676655 4.83
-10.6520547945206 12.6624 -292.214389907298 315.631991169361 4.84
-10.4449315068493 12.576 -287.182474072214 313.527976763308 4.85
-10.2378082191781 12.4896 -282.147623656105 311.422867576611 4.86
-10.0306849315069 12.4032 -277.110291099509 309.316911760773 4.87
-9.82356164383563 12.3168 -272.070856594397 307.210307902717 4.88
-9.6164383561644 12.2304 -267.029639933508 305.103214355322 4.89
-9.40931506849315 12.144 -261.986910378543 302.9957568665 4.9
-9.20219178082192 12.0576 -256.942894882912 300.888034811456 4.91
-8.99506849315069 11.9712 -251.897784947307 298.780126278797 4.92
-8.78794520547947 11.8848 -246.851742338879 296.672092216714 4.93
-8.58082191780822 11.7984 -241.804903865423 294.563979808855 4.94
-8.37369863013699 11.712 -236.75738536341 292.455825219285 4.95
-8.16657534246576 11.6256 -231.709285031651 290.347655821134 4.96
-7.95945205479453 11.5392 -226.660686220056 288.239492003021 4.97
-7.75232876712329 11.4528 -221.611659764369 286.131348630539 4.98
-7.54520547945206 11.3664 -216.562265942388 284.023236226187 4.99
-7.33808219178083 11.28 -211.512556114444 281.91516191976 5
-7.1309589041096 11.1936 -206.462574100327 279.807130211815 5.01
-6.92383561643835 11.1072 -201.41235733608 277.699143585117 5.02
-6.71671232876713 11.0208 -196.361937846787 275.591202992637 5.03
-6.5095890410959 10.9344 -191.311343065451 273.483308245475 5.04
-6.30246575342467 10.848 -186.260596523036 271.375458319791 5.05
-6.09534246575342 10.7616 -181.209718430564 269.267651598335 5.06
-5.8882191780822 10.6752 -176.158726170699 267.159886059285 5.07
-5.68109589041097 10.5888 -171.107634713375 265.052159422733 5.08
-5.47397260273974 10.5024 -166.056456967604 262.944469263254 5.09
-5.26684931506849 10.416 -161.005204079642 260.836813095381 5.1
-5.05972602739726 10.3296 -155.95388568599 258.729188437537 5.11
-4.85260273972603 10.2432 -150.902510128338 256.621592858917 5.12
-4.6454794520548 10.1568 -145.851084636427 254.514024012925 5.13
-4.43835616438358 10.0704 -140.799615483808 252.40647966012 5.14
-4.23123287671233 9.98399999999999 -135.748108120685 250.298957682988 5.15
-4.0241095890411 9.89759999999999 -130.696567287377 248.191456094437 5.16
-3.81698630136987 9.81119999999999 -125.644997111349 246.083973041526 5.17
-3.60986301369865 9.7248 -120.593401190299 243.9765068056 5.18
-3.4027397260274 9.63839999999999 -115.541782663408 241.869055799812 5.19
-3.19561643835617 9.55199999999999 -110.490144272519 239.761618564746 5.2
-2.98849315068494 9.46559999999999 -105.438488414732 237.654193762749 5.21
-2.78136986301371 9.3792 -100.386817187696 235.546780171414 5.22
-2.57424657534247 9.29279999999999 -95.3351324286395 233.439376676572 5.23
-2.36712328767124 9.20639999999999 -90.2834357480732 231.331982265054 5.24
-2.16000000000001 9.11999999999999 -85.2317285589117 229.224596017425 5.25
-1.95287671232878 9.03359999999999 -80.1800121016783 227.11721710084 5.26
-1.74575342465753 8.94719999999999 -75.1282874663416 225.009844762125 5.27
-1.5386301369863 8.86079999999999 -70.0765556112623 222.902478321155 5.28
-1.33150684931508 8.77439999999999 -65.0248173796435 220.795117164584 5.29
-1.12438356164385 8.688 -59.9730735138388 218.687760739952 5.3
-0.9172602739726 8.60159999999999 -54.9213246678061 216.580408550174 5.31
-0.710136986301371 8.51519999999999 -49.8695714179611 214.473060148436 5.32
-0.503013698630144 8.42879999999999 -44.8178142726425 212.365715133465 5.33
