xhat1 xhat2 xhat3 xhat4 yhat1 yhat2 time
0 0 0 0 0 0 0
-0.000326801942423561 0.0183866239319626 1.23305632650646e-05 1.30349601406307e-05 0.123369938536158 -0.169666880379496 0.01
-0.00159346330747327 0.0876322074296532 0.209619361159337 -0.36547153853658 0.585448835342359 -0.811189470567739 0.02
-0.00375554754281216 0.202333634429367 0.371120691290672 -0.663666690833195 1.34632819840982 -1.87836410030821 0.03
-0.00671350234105459 0.354659183583053 0.500590579039056 -0.914685651942629 2.35065062001942 -3.30173011833549 0.04
-0.0103789981291438 0.538068677611396 0.603718418430518 -1.12586603804609 3.55255574056812 -5.0229138088635 0.05
-0.0146734710723817 0.747157545719083 0.685521113909259 -1.3037232746576 4.9145408248219 -6.99328256007598 0.06
-0.0195270803911222 0.977460872509314 0.750082917512738 -1.45367384861744 6.40597313343744 -9.17230952217975 0.07
-0.0248777403117457 1.22529006363319 0.800736632822867 -1.58023487653242 8.00185692249499 -11.526203466659 0.08
-0.0306702589833288 1.48759786693735 0.840198356632373 -1.68717526389798 9.68181882417123 -14.0267721801428 0.09
-0.0368555729861136 1.76186686123651 0.870678858513949 -1.77764168649051 11.429273463962 -16.6504796369948 0.1
-0.0433900668385188 2.0460173336937 0.893975114798818 -1.85426310504021 13.2307375601433 -19.3776636956001 0.11
-0.0502349680651868 2.33833117471751 0.911545520408865 -1.91923751640475 15.0752663105795 -22.1918867864809 0.12
-0.0573558094358849 2.63738900538423 0.924571660921767 -1.97440398366269 16.9539904682804 -25.0793968050308 0.13
-0.0647219509166986 2.9420182366232 0.934009021950706 -2.02130246448339 18.859736299825 -28.0286793463573 0.14
-0.0723061547031413 3.25125015944092 0.940628595110174 -2.06122352352224 20.7867137499056 -31.030085666184 0.15
-0.0800842074410325 3.56428449594157 0.945050995205272 -2.09524965591203 22.7302607166279 -34.0755234374409 0.16
-0.0880345843954791 3.8804601139226 0.94777441900978 -2.1242896521647 24.6866334714743 -37.1581995941672 0.17
-0.0961381509100937 4.19923083337383 0.949197541545394 -2.1491071892466 26.6528350139827 -40.2724063929127 0.18
-0.104377897015792 4.52014543954224 0.949638252434894 -2.17034462938498 28.6264745994003 -43.4133433433042 0.19
-0.112738701508287 4.84283117115944 0.949348975488781 -2.1885428399798 30.6056528716731 -46.5769689186804 0.2
-0.121207122222103 5.16698007959947 0.948529183264522 -2.20415770877774 32.588868018576 -49.7598770000405 0.21
-0.129771209592298 5.49233775979327 0.947335610012529 -2.21757391321006 34.5749391772315 -52.9591938694737 0.22
-0.138420340918048 5.8186940405184 0.945890577150228 -2.22911640736136 36.5629439870192 -56.1724922837427 0.23
-0.147145073029379 6.14587529338409 0.944288771848503 -2.23906001100245 38.5521677379068 -59.3977197504022 0.24
-0.155937011313603 6.47373807906634 0.942602758719264 -2.24763741965607 40.5420620161797 -62.6331386189401 0.25
-0.164788693284883 6.80216389828291 0.940887454686095 -2.25504590042901 42.5322111234294 -65.8772760054545 0.26
-0.173693485082082 7.13105485542546 0.939183756026554 -2.26145289340326 44.5223048525242 -69.1288819058192 0.27
-0.182645489459358 7.46033007616334 0.937521472747303 -2.26700070113078 46.5121164577221 -72.3868941311311 0.28
-0.191639463993357 7.78992274792475 0.935921697614599 -2.27181041789758 48.5014848646626 -75.6504089303882 0.29
-0.200670748372586 8.11977767495462 0.934398714260329 -2.27598522481685 50.4903003375698 -78.9186563570194 0.3
-0.20973519976046 8.44984925847865 0.932961529948033 -2.27961315557299 52.4784929621358 -82.1909795948677 0.31
-0.218829135335574 8.78009982805981 0.931615103098432 -2.28276942001683 54.4660234185819 -85.4668175911215 0.32
-0.227949281212206 9.11049826308473 0.930361322948277 -2.285518358188 56.4528756147585 -88.7456904531543 0.33
-0.23709272703264 9.44101885393453 0.929199788263139 -2.2879150851992 58.4390508274788 -92.0271871571028 0.34
-0.246256885601489 9.771640361166 0.928128423441968 -2.29000687733368 60.4245630646028 -95.3109551914804 0.35
-0.255439457002165 10.1023452382744 0.927143963308012 -2.29183434133008 62.4094354131791 -98.5966918218191 0.36
-0.264638396697823 10.4331189895959 0.9262423321039 -2.29343240186614 64.3936971822467 -101.884136714438 0.37
-0.273851887174325 10.7639496398528 0.925418937473585 -2.29483113646343 66.3773816843954 -105.173065700758 0.38
-0.283078312731931 11.0948272959292 0.924668896335287 -2.29605648221978 68.3605245292577 -108.463285499615 0.39
-0.292316237076096 11.4257437848427 0.923987206374515 -2.29713083476772 70.3431623259085 -111.754629245022 0.4
-0.30156438339655 11.756692354661 0.923368874289886 -2.29807355652059 72.3253317106162 -115.046952691794 0.41
-0.310821616658368 12.0876674274222 0.922809009802341 -2.2989014084872 74.3070686323027 -118.340130992238 0.42
-0.320086927859427 12.4186643950139 0.922302892706111 -2.29962891761889 76.2884078410575 -121.634055954476 0.43
-0.329359420035882 12.7496794505444 0.921846018827193 -2.30026868971954 78.2693825356504 -124.9286337074 0.44
-0.338638295821586 13.0807094490326 0.92143412960426 -2.30083167633604 80.2500241346162 -128.223782709341 0.45
-0.347922846388888 13.4117517923208 0.921063229070804 -2.30132740269953 82.2303621425105 -131.519432047603 0.46
-0.357212441617436 13.7428043339975 0.920729591257051 -2.30176416266171 84.2104240886408 -134.815519984444 0.47
-0.366506521354622 14.0738653008512 0.920429760413131 -2.30214918562887 86.1902355202059 -138.111992712111 0.48
-0.375804587646452 14.404933227982 0.92016054595601 -2.30248877970832 88.169820035525 -141.408803285439 0.49
-0.385106197831094 14.7360069051946 0.91991901363911 -2.30278845462166 90.149199346067 -144.705910705472 0.5
-0.394410958399309 15.0670853327123 0.919702474118321 -2.3030530273857 92.1283933584332 -148.003279131669 0.51
-0.403718519536613 15.3981676845914 0.919508469826746 -2.30328671329798 94.1074202694107 -151.300877203764 0.52
-0.413028570271464 15.7292532784964 0.919334760860761 -2.30349320437307 96.0862966687897 -154.598677457247 0.53
-0.422340834162196 16.0603415507308 0.91917931041243 -2.30367573704885 98.0650376458973 -157.896655818875 0.54
-0.431655065462864 16.3914320356088 0.919040270150158 -2.30383715070512 100.043656896805 -161.194791170711 0.55
-0.439682115660909 16.7043602673517 0.918866292066741 -2.30403030795327 101.968721021144 -164.257020739773 0.56
-0.444001455508675 16.967013451862 0.942091848324189 -1.71245541022933 103.755785345994 -166.655991543056 0.57
-0.444789636574652 17.1847509337595 0.984509481051265 -1.21575409849057 105.435051412691 -168.446916594101 0.58
-0.44243889553277 17.3653066993766 1.03619763846669 -0.788047103121216 107.040365993752 -169.719209527562 0.59
-0.437297578827933 17.5151436827493 1.09397193771751 -0.419656834117376 108.59855605493 -170.549046388887 0.6
-0.429675545205499 17.6396029533353 1.15508903655725 -0.101930082109332 110.130234915668 -171.000937153113 0.61
-0.419848250121856 17.7430969758604 1.21748157067687 0.172454908543537 111.651052976089 -171.129555076685 0.62
-0.408060562931703 17.8292710139851 1.27960618180112 0.409712484856395 113.172713518364 -170.981293267022 0.63
-0.394530163019139 17.9011365231646 1.34033462385867 0.615123222378647 114.703795121779 -170.595568216157 0.64
-0.379450558933288 17.9611813519197 1.39886527181139 0.793180006408664 116.250415973669 -170.005911822552 0.65
-0.362993772286218 18.0114607822731 1.45465184709178 0.947710503047357 117.816769238465 -169.240886979013 0.66
-0.345312723634416 18.0536727408294 1.50734614327263 1.08197994526091 119.405553396046 -168.324855910922 0.67
-0.326543353435102 18.0892199327761 1.5567521399735 1.19877747714403 121.018317137657 -167.278625540963 0.68
-0.306806507494323 18.119261172539 1.60278936611441 1.30048875641383 122.655734854489 -166.119990082851 0.69
-0.286209613057338 18.1447537894877 1.64546376318199 1.38915706330134 124.317825835085 -164.864187684875 0.7
-0.264848168788122 18.166488660489 1.68484461900328 1.46653478878875 126.00412789078 -163.524285135764 0.71
-0.242807069303481 18.1851191512896 1.72104640500428 1.53412686341877 127.713834161176 -162.111502312502 0.72
-0.220161782632628 18.2011850258107 1.75421456522742 1.59322742883399 129.445900237951 -160.635486110907 0.73
-0.196979396933184 18.2151321982928 1.78451448186912 1.64495083880493 131.199127422379 -159.104541987913 0.74
-0.173966085790818 18.2182178318152 1.81214825238675 1.69028281399095 132.853825603761 -157.499021090794 0.75
-0.152391197774308 18.1946070994513 1.54021856653047 1.71829069555001 134.193898814739 -155.782651832766 0.76
-0.132211831701577 18.1472604233219 1.31361260469651 1.73179665180529 135.245976752818 -153.975986243874 0.77
-0.113273288494634 18.0802625586992 1.11948798543811 1.73640725521639 136.053567662931 -152.100616866337 0.78
-0.0954379146250293 17.9970289816109 0.953167712138512 1.73425611258233 136.653639077939 -150.174010316485 0.79
-0.0785832180358114 17.900382583456 0.810472772803652 1.72718645378297 137.077362434378 -148.209984989452 0.8
-0.0626003056826362 17.7926554732466 0.687883374887138 1.71664091839414 137.351034983247 -146.219411621621 0.81
-0.0473923757827692 17.6757742733955 0.582426170798242 1.70374631860811 137.496866289841 -144.2107861924 0.82
-0.0328733752948327 17.5513306212013 0.491586791291529 1.68937552427377 137.533635137647 -142.190696637749 0.83
-0.0189668063949253 17.4206394132511 0.413236474235269 1.67419806805436 137.477238204704 -140.164202443986 0.84
-0.00560466547779544 17.2847869228024 0.345570745143127 1.65872122590507 137.341148653071 -138.135142929092 0.85
0.00727350003237455 17.1446705510108 0.287058123156433 1.64332331938726 137.13679970566 -136.106387201074 0.86
0.019721430129743 17.0010316660786 0.236397180275935 1.62828066246982 136.873905723254 -134.080036454874 0.87
0.0317868975953595 16.8544827334814 0.192480564828132 1.61378932023287 136.560731195435 -132.057587369425 0.88
0.0435123705816474 16.7055297282259 0.154364832554726 1.59998263831495 136.204316271334 -130.040063772267 0.89
0.0549356016324212 16.5545906505574 0.121245127060732 1.58694532681024 135.810666028926 -128.028122464333 0.9
0.0660901512982379 16.4020108222999 0.0924339092485379 1.57472474262715 135.384909457161 -126.022138023244 0.91
0.0770058536098659 16.2480755235785 0.0673430713337005 1.56333989635669 134.931433125881 -124.02227053115 0.92
0.0877092298661855 16.0930204323723 0.0454688817948205 1.5527886141374 134.453993685989 -122.028519454946 0.93
0.0982238564756178 15.9370402489255 0.0263792999938227 1.54305320629873 133.955812650648 -120.040766316603 0.94
0.108570691952925 15.780295820616 0.0097032759837197 1.53410492994637 133.439656333866 -118.058808307202 0.95
0.118768367606707 15.6229200280115 -0.00487828518669073 1.52590747966614 132.907903345359 -116.082384601075 0.96
0.128833445949344 15.4650226475073 -0.017640162320516 1.51841969708915 132.362601643736 -114.111196800912 0.97
0.138780650413429 15.306694368488 -0.0288192836017758 1.51159765447912 131.80551681984 -112.144924677937 0.98
0.148623069560793 15.1480101120189 -0.0386202056170176 1.50539623837767 131.238173007373 -110.183238152928 0.99
0.158372338616419 14.9890317725112 -0.0472197621092948 1.49977033551921 130.661887589195 -108.225806285202 1
0.168038800845077 14.8298104826882 -0.0547710132354254 1.49467570375851 130.077800677114 -106.272303890728 1.01
0.177631651008897 14.6703884847388 -0.0614066048697031 1.49006959485823 129.486900184226 -104.322416291299 1.02
0.187159062895608 14.51080067613 -0.0672416297912844 1.48591118301944 128.890043176349 -102.375842599472 1.03
0.196628302686203 14.351075886646 -0.0723760678177745 1.4821618424773 128.28797407865 -100.432297864771 1.04
0.206045829734409 14.1912379333871 -0.0768968696078403 1.47878530889131 127.681340221199 -98.4915143421579 1.05
0.215417386155736 14.0313064923334 -0.080879738545086 1.47574775227875 127.070705130146 -96.5532420914168 1.06
0.224748076468672 13.8712978183683 -0.0843906564919133 1.47301778357793 126.456559906653 -94.6172490735916 1.07
0.234042438392624 13.711225340111 -0.0874871919856165 1.47056641234256 125.83933298182 -92.6833208761988 1.08
0.243304505784553 13.5511001513234 -0.0902196234042262 1.46836696936378 125.219398490598 -90.7512601711193 1.09
0.252537864587198 13.390931416876 -0.0926319045625066 1.46639500502922 124.597083469824 -88.8208859866375 1.1
0.261371200508389 13.2360043557498 -0.0947480630994221 1.46464280686127 123.988203079226 -86.9606163405372 1.11
0.269102477055145 13.09567804853 -0.103415861363928 1.29097705092884 123.417609907296 -85.2947589911504 1.12
0.275786561268218 12.9683855946586 -0.117446041841706 1.14508689754343 122.876704130601 -83.8069412842703 1.13
0.281539530785773 12.8518859275769 -0.133975064479744 1.01940772835961 122.355849416037 -82.4710825547193 1.14
0.286464700616491 12.7443032664533 -0.152101462482008 0.911116074622248 121.847416281551 -81.264917027548 1.15
0.290653987104679 12.6440872198471 -0.171047664070556 0.817681503006505 121.345560786405 -80.1695792799085 1.16
0.294189101728117 12.5499569425688 -0.190230274161247 0.736961953906663 120.845864091836 -79.1690746803532 1.17
0.297142682876485 12.4608542914675 -0.209216147955216 0.667138674031438 120.345039338882 -78.2498259313803 1.18
0.2995793032688 12.3759051045391 -0.227690989011857 0.60666561408208 119.840694450003 -77.4002931535893 1.19
0.301556365553572 12.2943872118291 -0.245433845309591 0.554226841395601 119.331140654307 -76.6106555342181 1.2
0.303124898464046 12.215704008314 -0.262296582614409 0.508700826319215 118.815238290788 -75.8725443417153 1.21
0.304330264569437 12.1393626217113 -0.278187403733841 0.469130460800224 118.29227296543 -75.1788188180932 1.22
0.305212789438407 12.0649558762894 -0.293057657459335 0.434697865759843 117.761856391068 -74.5233778872938 1.23
0.305808320941037 11.9921473926609 -0.306891318107537 0.404703201704539 117.22384726859 -73.9010018019434 1.24
0.306148726446637 11.9206592783009 -0.319696629452372 0.378546828392202 116.67828841393 -73.3072188339899 1.25
0.30626233481337 11.850261958335 -0.331499499503574 0.355714268465328 116.125357029763 -72.738192931202 1.26
0.306174329299913 11.7807657744673 -0.342338308623595 0.335763520605924 115.565325590697 -72.1906289398759 1.27
0.305907096848726 11.7120140446154 -0.352259855831711 0.318314343108463 114.998531278147 -71.6616925579112 1.28
0.305480538585358 11.6438773292801 -0.361316219250956 0.303039191416624 114.425352284164 -71.1489426512383 1.29
0.304912345840318 11.5762486948303 -0.369562348511724 0.28965554528894 113.846189617285 -70.6502739565734 1.3
0.304218245521835 11.5090398003692 -0.377054241183723 0.277919404637936 113.261453300322 -70.1638685180621 1.31
0.303412218242747 11.4421776649834 -0.383847583322697 0.267619769211001 112.671552060031 -69.6881544756422 1.32
0.302506692226868 11.3756019970766 -0.389996757107536 0.258573947378729 112.076885780274 -69.2217710481347 1.33
0.301512715684237 11.3092629880558 -0.395554137226143 0.250623564387389 111.47784013037 -68.7635387417699 1.34
0.300440110046053 11.2431194896338 -0.400569612901611 0.243631161361717 110.874782894615 -68.3124339714238 1.35
0.299297606184595 11.1771375080466 -0.405090284855663 0.23747729381375 110.268061621989 -67.8675674125044 1.36
0.298092965507466 11.1112889600847 -0.409160296596021 0.232058053004489 109.658002290787 -67.4281655105624 1.37
0.296833087605685 11.0455506454141 -0.412820767607902 0.227282945700939 109.04490874438 -66.9935546669078 1.38
